"","Value","Totals >> G","Totals >> GS","Totals >> MP","Totals >> FG","Totals >> FGA","Totals >> 3P","Totals >> 3PA","Totals >> FT","Totals >> FTA","Totals >> ORB","Totals >> TRB","Totals >> AST","Totals >> STL","Totals >> BLK","Totals >> TOV","Totals >> PF","Totals >> PTS","Shooting >> FG%","Shooting >> 3P%","Shooting >> FT%","Advanced >> TS%","Advanced >> USG%","Advanced >> ORtg","Advanced >> DRtg","Per Game >> MP","Per Game >> PTS","Per Game >> TRB","Per Game >> AST","player_id","Split"
"3270","Houston","33","18","841","132","322","58","141","43","56","7","61","100","30","14","60","65","365",".410",".411",".768",".526","21.5","99","114","25.5","11.1","1.8","3.0","foyera01",NA
"3271","Indiana","19","7","479","74","181","26","72","35","43","6","43","53","16","5","33","29","209",".409",".361",".814",".523","21.0","101","113","25.2","11.0","2.3","2.8","foyera01",NA
"3272","LA Clippers","27","15","702","81","219","35","106","62","75","8","83","82","24","8","33","65","259",".370",".330",".827",".514","17.9","107","112","26.0","9.6","3.1","3.0","foyera01",NA
"3273","LA Lakers","29","13","708","112","277","45","123","43","51","12","68","91","21","13","32","64","312",".404",".366",".843",".521","20.6","109","115","24.4","10.8","2.3","3.1","foyera01",NA
"3274","Memphis","28","18","767","106","256","34","106","59","70","15","94","79","20","9","32","66","305",".414",".321",".843",".532","19.0","110","110","27.4","10.9","3.4","2.8","foyera01",NA
"3275","Miami","19","10","423","61","155","26","75","16","19","8","37","43","10","2","17","39","164",".394",".347",".842",".502","19.5","105","114","22.2","8.6","1.9","2.3","foyera01",NA
"3276","Milwaukee","23","14","588","77","199","29","85","42","48","9","45","66","10","16","39","53","225",".387",".341",".875",".511","19.9","101","109","25.6","9.8","2.0","2.9","foyera01",NA
"3277","Minnesota","26","17","615","80","206","39","101","28","34","5","40","53","14","7","39","48","227",".388",".386",".824",".514","18.6","97","111","23.7","8.7","1.5","2.0","foyera01",NA
"3278","NJN, BRK","16","11","483","81","179","33","76","37","42","3","40","62","13","7","32","45","232",".453",".434",".881",".587","21.8","113","112","30.2","14.5","2.5","3.9","foyera01",NA
"3279","NOK, NOH, NOP","29","15","762","108","284","52","145","35","43","13","64","104","21","5","49","55","303",".380",".359",".814",".500","21.3","101","113","26.3","10.4","2.2","3.6","foyera01",NA
"3280","New York","17","12","462","83","174","34","83","23","29","2","35","54","15","4","27","32","223",".477",".410",".793",".597","21.5","112","112","27.2","13.1","2.1","3.2","foyera01",NA
"3281","SEA, OKC","35","20","885","116","288","57","138","38","49","8","78","95","19","8","58","78","327",".403",".413",".776",".528","18.5","100","114","25.3","9.3","2.2","2.7","foyera01",NA
"3282","Orlando","15","12","421","54","152","19","55","37","41","5","46","42","14","6","25","32","164",".355",".345",".902",".482","21.0","98","109","28.1","10.9","3.1","2.8","foyera01",NA
"3283","Philadelphia","19","10","487","64","173","15","71","32","35","11","47","53","7","10","23","42","175",".370",".211",".914",".464","19.3","101","108","25.6","9.2","2.5","2.8","foyera01",NA
"3284","Phoenix","29","17","745","115","301","37","109","34","44","7","61","72","21","5","28","74","301",".382",".339",".773",".470","20.4","98","112","25.7","10.4","2.1","2.5","foyera01",NA
"3285","Portland","35","17","936","124","328","52","141","65","77","15","88","96","23","8","48","78","365",".378",".369",".844",".504","20.3","102","114","26.8","10.4","2.5","2.7","foyera01",NA
"3286","Sacramento","29","16","716","116","269","51","134","57","67","6","63","67","17","6","41","69","340",".431",".381",".851",".570","21.1","108","113","24.7","11.7","2.2","2.3","foyera01",NA
"3287","San Antonio","31","16","853","115","279","37","96","46","52","7","64","84","16","2","46","63","313",".412",".385",".885",".518","19.0","100","117","27.5","10.1","2.1","2.7","foyera01",NA
"3288","Toronto","22","10","572","83","191","37","80","40","43","8","51","59","16","12","47","46","243",".435",".463",".930",".579","20.3","103","114","26.0","11.0","2.3","2.7","foyera01",NA
"3289","Utah","28","16","708","90","236","36","108","59","68","11","42","70","22","4","36","64","275",".381",".333",".868",".517","19.3","105","115","25.3","9.8","1.5","2.5","foyera01",NA
"3290","Washington","16","10","426","50","124","19","54","29","33","8","34","52","8","5","27","34","148",".403",".352",".879",".534","17.0","106","109","26.7","9.3","2.1","3.3","foyera01",NA
"3291","Total","99","28","1944","238","572","50","147","129","177","52","250","449","78","8","165","185","655",".416",".340",".729",".504","18.6","102","110","19.6","6.6","2.5","4.5","fraziti01",NA
"3292","Home","48","16","940","123","277","25","72","61","91","23","118","209","33","2","82","85","332",".444",".347",".670",".524","18.8","102","110","19.6","6.9","2.5","4.4","fraziti01",NA
"3293","Road","51","12","1004","115","295","25","75","68","86","29","132","240","45","6","83","100","323",".390",".333",".791",".485","18.5","102","110","19.7","6.3","2.6","4.7","fraziti01",NA
"3294","Pre","75","26","1342","147","369","33","104","76","104","35","165","295","50","7","115","126","403",".398",".317",".731",".486","17.5","98","109","17.9","5.4","2.2","3.9","fraziti01",NA
"3295","Post","24","2","602","91","203","17","43","53","73","17","85","154","28","1","50","59","252",".448",".395",".726",".536","21.1","110","112","25.1","10.5","3.5","6.4","fraziti01",NA
"3296","Win","41","8","646","79","171","20","52","50","68","15","94","147","31","2","48","55","228",".462",".385",".735",".567","17.3","113","101","15.8","5.6","2.3","3.6","fraziti01",NA
"3297","Loss","58","20","1298","159","401","30","95","79","109","37","156","302","47","6","117","130","427",".397",".316",".725",".476","19.3","97","115","22.4","7.4","2.7","5.2","fraziti01",NA
"3298","October","5","3","104","18","37","3","8","2","5","4","17","29","5","0","7","16","41",".486",".375",".400",".523","18.6","105","107","20.7","8.2","3.4","5.8","fraziti01",NA
"3299","November","24","16","520","62","144","14","40","40","44","6","52","121","15","4","47","47","178",".431",".350",".909",".545","18.3","104","110","21.7","7.4","2.2","5.0","fraziti01",NA
"3300","December","24","5","500","51","134","14","41","29","40","15","69","101","24","3","42","41","145",".381",".341",".725",".478","17.1","97","111","20.8","6.0","2.9","4.2","fraziti01",NA
"3301","January","15","0","92","9","24","1","9","3","6","5","11","17","3","0","5","12","22",".375",".111",".500",".413","15.0","97","117","6.1","1.5","0.7","1.1","fraziti01",NA
"3302","February","10","3","192","14","46","3","12","5","17","5","21","44","6","0","19","17","36",".304",".250",".294",".337","16.5","78","103","19.2","3.6","2.1","4.4","fraziti01",NA
"3303","March","9","0","236","41","81","7","14","28","35","7","37","47","9","0","24","20","117",".506",".500",".800",".607","23.0","111","109","26.2","13.0","4.1","5.2","fraziti01",NA
"3304","April","12","1","301","43","106","8","23","22","30","10","43","90","16","1","21","32","116",".406",".348",".733",".487","20.7","110","114","25.1","9.7","3.6","7.5","fraziti01",NA
"3305","Sunday","12","1","233","32","68","7","17","21","25","9","41","48","21","2","18","26","92",".471",".412",".840",".582","18.7","115","101","19.4","7.7","3.4","4.0","fraziti01",NA
"3306","Monday","18","5","312","29","88","4","25","23","36","10","46","67","16","1","32","33","85",".330",".160",".639",".409","19.7","87","107","17.3","4.7","2.6","3.7","fraziti01",NA
"3307","Tuesday","12","5","278","36","82","11","23","17","19","8","30","68","11","2","18","21","100",".439",".478",".895",".553","17.4","116","110","23.2","8.3","2.5","5.7","fraziti01",NA
"3308","Wednesday","20","4","361","45","104","7","24","24","30","5","42","85","14","2","32","37","121",".433",".292",".800",".516","17.9","101","110","18.1","6.1","2.1","4.3","fraziti01",NA
"3309","Thursday","6","2","148","19","41","7","14","12","12","6","22","32","1","0","14","15","57",".463",".500","1.000",".616","18.2","114","111","24.7","9.5","3.7","5.3","fraziti01",NA
"3310","Friday","17","6","334","48","107","10","25","17","33","7","34","81","10","1","30","31","123",".449",".400",".515",".506","20.0","100","117","19.6","7.2","2.0","4.8","fraziti01",NA
"3311","Saturday","14","5","278","29","82","4","19","15","22","7","35","68","5","0","21","22","77",".354",".211",".682",".420","18.1","93","114","19.8","5.5","2.5","4.9","fraziti01",NA
"3312","Starter","28","28","912","110","266","22","69","63","79","20","101","215","29","5","84","83","305",".414",".319",".797",".507","18.9","100","110","32.6","10.9","3.6","7.7","fraziti01",NA
"3313","Reserve","71","0","1032","128","306","28","78","66","98","32","149","234","49","3","81","102","350",".418",".359",".673",".501","18.4","104","111","14.5","4.9","2.1","3.3","fraziti01",NA
"3314","40+","1","1","48","5","15","0","4","2","3","2","7","7","2","1","5","5","12",".333",".000",".667",".368","19.8","79","109","47.6","12.0","7.0","7.0","fraziti01",NA
"3315","30-39","28","20","958","126","297","25","71","75","98","25","120","255","42","5","78","93","352",".424",".352",".765",".517","19.4","107","110","34.2","12.6","4.3","9.1","fraziti01",NA
"3316","20-29","24","6","637","84","188","22","47","41","53","14","84","137","19","2","59","52","231",".447",".468",".774",".547","19.0","103","112","26.6","9.6","3.5","5.7","fraziti01",NA
"3317","10-19","13","1","188","16","49","3","17","8","17","7","24","35","8","0","13","16","43",".327",".176",".471",".381","16.1","88","109","14.5","3.3","1.8","2.7","fraziti01",NA
"3318","0-9","33","0","113","7","23","0","8","3","6","4","15","15","7","0","10","19","17",".304",".000",".500",".332","14.1","71","102","3.4","0.5","0.5","0.5","fraziti01",NA
"3319","0 Days","19","8","503","53","143","10","40","27","34","13","74","109","19","4","38","45","143",".371",".250",".794",".453","17.4","96","106","26.5","7.5","3.9","5.7","fraziti01",NA
"3320","1 Day","44","13","928","122","294","24","68","74","96","23","109","208","31","3","93","91","342",".415",".353",".771",".509","20.4","99","114","21.1","7.8","2.5","4.7","fraziti01",NA
"3321","2 Days","15","5","290","40","80","12","24","21","29","11","40","80","16","1","23","20","113",".500",".500",".724",".609","18.0","121","109","19.4","7.5","2.7","5.3","fraziti01",NA
"3322","3+ Days","18","1","148","15","36","3","11","4","9","4","17","29","5","0","8","18","37",".417",".273",".444",".463","14.5","102","108","8.2","2.1","0.9","1.6","fraziti01",NA
"3323","Eastern","37","11","775","95","232","18","64","64","87","16","97","178","34","4","60","62","272",".409",".281",".736",".503","19.0","104","108","21.0","7.4","2.6","4.8","fraziti01",NA
"3324","Western","62","17","1168","143","340","32","83","65","90","36","153","271","44","4","105","123","383",".421",".386",".722",".504","18.4","100","112","18.8","6.2","2.5","4.4","fraziti01",NA
"3325","Atlantic","15","3","322","41","96","6","24","23","37","10","42","75","16","1","22","24","111",".427",".250",".622",".494","18.6","105","108","21.4","7.4","2.8","5.0","fraziti01",NA
"3326","Central","9","3","195","29","60","7","16","23","28","4","26","47","9","1","21","21","88",".483",".438",".821",".608","21.2","113","111","21.7","9.8","2.9","5.2","fraziti01",NA
"3327","Northwest","17","4","368","43","107","13","29","18","24","7","45","83","9","1","28","38","117",".402",".448",".750",".498","17.7","100","114","21.7","6.9","2.6","4.9","fraziti01",NA
"3328","Pacific","27","9","530","75","164","12","32","31","45","21","76","131","22","2","51","61","193",".457",".375",".689",".525","19.2","104","112","19.6","7.1","2.8","4.9","fraziti01",NA
"3329","Southeast","13","5","259","25","76","5","24","18","22","2","29","56","9","2","17","17","73",".329",".208",".818",".426","17.9","96","105","19.9","5.6","2.2","4.3","fraziti01",NA
"3330","Southwest","18","4","270","25","69","7","22","16","21","8","32","57","13","1","26","24","73",".362",".318",".762",".467","17.6","91","108","15.0","4.1","1.8","3.2","fraziti01",NA
"3331","Atlanta","2","2","83","12","27","3","8","6","7","2","12","21","5","1","6","6","33",".444",".375",".857",".549","19.9","117","104","41.3","16.5","6.0","10.5","fraziti01",NA
"3332","Boston","3","1","98","11","28","1","5","10","16","2","13","23","5","1","9","7","33",".393",".200",".625",".471","19.5","98","107","32.8","11.0","4.3","7.7","fraziti01",NA
"3333","Charlotte","3","2","74","6","20","1","7","4","4","0","8","17","2","0","4","5","17",".300",".143","1.000",".391","15.7","91","98","24.8","5.7","2.7","5.7","fraziti01",NA
"3334","Chicago","1","0","33","6","15","1","3","7","9","1","6","11","3","0","2","5","20",".400",".333",".778",".527","29.8","125","127","33.0","20.0","6.0","11.0","fraziti01",NA
"3335","Cleveland","2","0","23","1","5","0","2","0","0","0","3","5","1","0","4","0","2",".200",".000",NA,".200","18.0","50","91","11.4","1.0","1.5","2.5","fraziti01",NA
"3336","Dallas","3","1","66","7","15","1","4","7","8","2","7","14","3","0","9","8","22",".467",".250",".875",".594","18.9","98","111","22.0","7.3","2.3","4.7","fraziti01",NA
"3337","Denver","4","1","93","16","28","6","10","5","8","4","17","24","5","0","6","10","43",".571",".600",".625",".682","17.5","130","104","23.3","10.8","4.3","6.0","fraziti01",NA
"3338","Golden State","5","3","137","24","50","6","12","3","5","8","18","37","4","0","16","14","57",".480",".500",".600",".546","20.9","104","112","27.4","11.4","3.6","7.4","fraziti01",NA
"3339","Houston","4","0","47","4","10","2","3","1","3","3","7","9","1","0","2","2","11",".400",".667",".333",".486","11.7","112","111","11.7","2.8","1.8","2.3","fraziti01",NA
"3340","Indiana","3","1","67","12","20","3","4","4","6","2","9","12","1","0","10","8","31",".600",".750",".667",".685","21.4","104","108","22.2","10.3","3.0","4.0","fraziti01",NA
"3341","LA Clippers","6","2","104","15","31","2","5","17","23","2","15","23","5","0","15","17","49",".484",".400",".739",".596","23.6","102","118","17.3","8.2","2.5","3.8","fraziti01",NA
"3342","LA Lakers","7","2","101","10","25","1","5","1","4","2","8","28","3","0","9","11","22",".400",".200",".250",".411","15.9","94","112","14.5","3.1","1.1","4.0","fraziti01",NA
"3343","Memphis","5","2","60","4","16","0","6","4","4","1","5","11","3","0","6","4","12",".250",".000","1.000",".338","19.2","71","98","12.0","2.4","1.0","2.2","fraziti01",NA
"3344","Miami","4","0","49","4","15","1","5","4","6","0","4","8","1","0","1","2","13",".267",".200",".667",".368","16.4","92","117","12.4","3.3","1.0","2.0","fraziti01",NA
"3345","Milwaukee","3","2","73","10","20","3","7","12","13","1","8","19","4","1","5","8","35",".500",".429",".923",".680","18.1","133","112","24.2","11.7","2.7","6.3","fraziti01",NA
"3346","Minnesota","4","1","74","8","22","2","5","2","3","1","8","23","1","0","8","8","20",".364",".400",".667",".429","17.7","93","117","18.6","5.0","2.0","5.8","fraziti01",NA
"3347","New Jersey","4","0","51","11","19","2","5","4","6","0","2","16","3","0","1","5","28",".579",".400",".667",".647","20.2","144","110","12.6","7.0","0.5","4.0","fraziti01",NA
"3348","New Orleans","2","0","22","0","5","0","2","1","2","1","3","2","1","0","2","3","1",".000",".000",".500",".085","14.7","35","119","11.0","0.5","1.5","1.0","fraziti01",NA
"3349","New York","2","0","28","1","8","0","2","2","6","0","6","2","3","0","1","2","4",".125",".000",".333",".188","19.0","45","89","14.1","2.0","3.0","1.0","fraziti01",NA
"3350","Oklahoma City","4","0","83","7","25","2","6","2","2","1","11","14","3","0","3","9","18",".280",".333","1.000",".348","15.6","82","111","20.7","4.5","2.8","3.5","fraziti01",NA
"3351","Orlando","3","1","51","3","14","0","4","4","5","0","5","10","1","1","6","4","10",".214",".000",".800",".309","19.6","69","104","16.9","3.3","1.7","3.3","fraziti01",NA
"3352","Philadelphia","4","2","104","12","29","3","9","5","7","6","17","26","5","0","9","9","32",".414",".333",".714",".499","17.4","104","107","26.0","8.0","4.3","6.5","fraziti01",NA
"3353","Phoenix","5","1","101","15","33","2","6","6","9","7","21","22","8","1","5","10","38",".455",".333",".667",".514","18.0","114","108","20.3","7.6","4.2","4.4","fraziti01",NA
"3354","Portland","3","2","91","12","29","3","7","9","11","0","7","19","0","1","10","7","36",".414",".429",".818",".532","22.7","96","120","30.5","12.0","2.3","6.3","fraziti01",NA
"3355","Sacramento","4","1","87","11","25","1","4","4","4","2","14","21","2","1","6","9","27",".440",".250","1.000",".504","16.9","109","106","21.6","6.8","3.5","5.3","fraziti01",NA
"3356","San Antonio","4","1","75","10","23","4","7","3","4","1","10","21","5","1","7","7","27",".435",".571",".750",".545","19.5","102","108","18.8","6.8","2.5","5.3","fraziti01",NA
"3357","Toronto","2","0","40","6","12","0","3","2","2","2","4","8","0","0","2","1","14",".500",".000","1.000",".543","17.5","114","129","20.2","7.0","2.0","4.0","fraziti01",NA
"3358","Utah","2","0","26","0","3","0","1","0","0","1","2","3","0","0","1","4","0",".000",".000",NA,".000","7.7","62","131","13.2","0.0","1.0","1.5","fraziti01",NA
"3359","Washington","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,"0.0",NA,"112","1.6","0.0","0.0","0.0","fraziti01",NA
"3360","Total","175","48","4499","587","1508","229","644","186","239","100","592","417","169","38","149","376","1589",".389",".356",".778",".493","17.9","101","109","25.7","9.1","3.4","2.4","gallola01",NA
"3361","Home","91","26","2386","323","815","140","375","107","134","53","313","214","95","12","77","191","893",".396",".373",".799",".511","18.1","104","109","26.2","9.8","3.4","2.4","gallola01",NA
"3362","Road","84","22","2114","264","693","89","269","79","105","47","279","203","74","26","72","185","696",".381",".331",".752",".471","17.6","97","110","25.2","8.3","3.3","2.4","gallola01",NA
"3363","Pre","119","18","2864","380","971","168","460","123","156","69","391","236","102","21","78","237","1051",".391",".365",".788",".505","17.7","104","109","24.1","8.8","3.3","2.0","gallola01",NA
"3364","Post","56","30","1636","207","537","61","184","63","83","31","201","181","67","17","71","139","538",".385",".332",".759",".469","18.1","96","110","29.2","9.6","3.6","3.2","gallola01",NA
"3365","Win","62","13","1528","218","495","101","228","63","77","30","214","141","59","19","50","109","600",".440",".443",".818",".567","17.3","113","104","24.6","9.7","3.5","2.3","gallola01",NA
"3366","Loss","113","35","2972","369","1013","128","416","123","162","70","378","276","110","19","99","267","989",".364",".308",".759",".456","18.2","95","112","26.3","8.8","3.3","2.4","gallola01",NA
"3367","October","6","0","125","16","44","8","21","9","10","3","21","13","4","1","1","12","49",".364",".381",".900",".506","16.4","113","108","20.9","8.2","3.5","2.2","gallola01",NA
"3368","November","31","0","731","102","251","51","120","26","38","16","92","56","36","2","25","61","281",".406",".425",".684",".525","18.2","103","106","23.6","9.1","3.0","1.8","gallola01",NA
"3369","December","30","0","702","93","246","46","128","31","38","14","85","55","22","6","22","43","263",".378",".359",".816",".501","18.3","99","110","23.4","8.8","2.8","1.8","gallola01",NA
"3370","January","41","10","974","132","324","50","150","43","53","23","132","82","34","9","23","83","357",".407",".333",".811",".514","17.4","107","111","23.8","8.7","3.2","2.0","gallola01",NA
"3371","February","22","14","661","76","203","26","78","28","35","25","109","62","20","6","20","71","206",".374",".333",".800",".472","16.4","102","111","30.1","9.4","5.0","2.8","gallola01",NA
"3372","March","31","16","856","103","276","27","92","31","43","10","100","90","31","9","39","73","264",".373",".293",".721",".448","18.1","90","111","27.6","8.5","3.2","2.9","gallola01",NA
"3373","April","14","8","450","65","164","21","55","18","22","9","53","59","22","5","19","33","169",".396",".382",".818",".487","19.6","101","106","32.1","12.1","3.8","4.2","gallola01",NA
"3374","Sunday","23","7","594","71","195","25","83","21","27","14","63","57","22","3","17","49","188",".364",".301",".778",".454","17.2","97","108","25.8","8.2","2.7","2.5","gallola01",NA
"3375","Monday","20","5","532","85","182","37","84","22","27","10","69","49","16","5","19","43","229",".467",".440",".815",".591","18.8","112","114","26.6","11.5","3.5","2.5","gallola01",NA
"3376","Tuesday","21","5","520","61","166","22","76","17","22","10","67","55","19","4","19","47","161",".367",".289",".773",".458","17.2","95","111","24.8","7.7","3.2","2.6","gallola01",NA
"3377","Wednesday","35","9","896","120","298","46","112","45","54","16","104","80","34","9","24","71","331",".403",".411",".833",".514","17.5","106","109","25.6","9.5","3.0","2.3","gallola01",NA
"3378","Thursday","15","4","384","56","133","21","60","16","20","7","53","28","14","4","14","35","149",".421",".350",".800",".525","18.3","102","107","25.6","9.9","3.5","1.9","gallola01",NA
"3379","Friday","35","10","892","107","302","44","133","26","38","24","126","84","40","6","37","83","284",".354",".331",".684",".446","17.9","91","107","25.5","8.1","3.6","2.4","gallola01",NA
"3380","Saturday","26","8","682","87","232","34","96","39","51","19","110","64","24","7","19","48","247",".375",".354",".765",".485","18.3","103","112","26.2","9.5","4.2","2.5","gallola01",NA
"3381","Starter","48","48","1592","213","542","62","185","61","75","47","224","164","57","15","56","134","549",".393",".335",".813",".477","18.3","100","110","33.2","11.4","4.7","3.4","gallola01",NA
"3382","Reserve","127","0","2907","374","966","167","459","125","164","53","368","253","112","23","93","242","1040",".387",".364",".762",".501","17.6","101","109","22.9","8.2","2.9","2.0","gallola01",NA
"3383","40+","6","6","254","40","98","10","31","4","5","5","29","21","8","1","9","10","94",".408",".323",".800",".469","19.8","96","107","42.4","15.7","4.8","3.5","gallola01",NA
"3384","30-39","46","29","1537","221","529","79","202","80","104","41","198","156","61","12","46","121","601",".418",".391",".769",".523","18.5","108","110","33.4","13.1","4.3","3.4","gallola01",NA
"3385","20-29","85","13","2119","268","687","114","316","84","110","47","299","196","72","20","78","191","734",".390",".361",".764",".499","17.5","101","109","24.9","8.6","3.5","2.3","gallola01",NA
"3386","10-19","34","0","560","56","188","25","92","18","20","7","64","43","26","5","15","50","155",".298",".272",".900",".394","17.1","83","107","16.5","4.6","1.9","1.3","gallola01",NA
"3387","0-9","4","0","30","2","6","1","3","0","0","0","2","1","2","0","1","4","5",".333",".333",NA,".417","10.5","74","117","7.4","1.3","0.5","0.3","gallola01",NA
"3388","0 Days","37","13","988","122","328","48","133","42","53","17","133","90","29","6","27","74","334",".372",".361",".792",".475","17.7","99","107","26.7","9.0","3.6","2.4","gallola01",NA
"3389","1 Day","99","24","2553","332","850","124","368","98","124","55","321","230","97","22","83","220","886",".391",".337",".790",".490","17.5","100","110","25.8","8.9","3.2","2.3","gallola01",NA
"3390","2 Days","29","7","683","86","224","38","97","34","45","20","104","61","30","8","28","59","244",".384",".392",".756",".500","18.2","100","111","23.6","8.4","3.6","2.1","gallola01",NA
"3391","3+ Days","7","4","222","38","83","14","38","7","12","6","26","29","11","2","11","17","97",".458",".368",".583",".549","21.0","107","109","31.7","13.9","3.7","4.1","gallola01",NA
"3392","Eastern","104","30","2675","330","859","128","368","114","144","62","379","260","96","26","84","242","902",".384",".348",".792",".489","17.1","102","108","25.7","8.7","3.6","2.5","gallola01",NA
"3393","Western","71","18","1824","257","649","101","276","72","95","38","213","157","73","12","65","134","687",".396",".366",".758",".497","19.0","99","111","25.7","9.7","3.0","2.2","gallola01",NA
"3394","Atlantic","34","12","910","109","294","36","126","21","29","25","133","94","29","10","31","76","275",".371",".286",".724",".448","16.7","97","110","26.8","8.1","3.9","2.8","gallola01",NA
"3395","Central","35","9","886","98","264","36","108","53","65","17","124","82","31","6","27","82","285",".371",".333",".815",".487","16.4","102","109","25.3","8.1","3.5","2.3","gallola01",NA
"3396","Northwest","21","4","507","64","168","25","66","12","19","8","54","40","23","2","18","42","165",".381",".379",".632",".468","17.6","92","109","24.2","7.9","2.6","1.9","gallola01",NA
"3397","Pacific","28","9","713","100","265","43","119","31","39","12","88","61","31","8","28","51","274",".377",".361",".795",".486","19.5","96","112","25.5","9.8","3.1","2.2","gallola01",NA
"3398","Southeast","35","9","878","123","301","56","134","40","50","20","122","84","36","10","26","84","342",".409",".418",".800",".529","18.1","107","107","25.1","9.8","3.5","2.4","gallola01",NA
"3399","Southwest","22","5","604","93","216","33","91","29","37","18","71","56","19","2","19","41","248",".431",".363",".784",".534","19.7","108","111","27.5","11.3","3.2","2.5","gallola01",NA
"3400","Atlanta","7","1","157","25","46","14","27","5","5","2","21","18","8","4","7","16","69",".543",".519","1.000",".716","15.7","130","109","22.4","9.9","3.0","2.6","gallola01",NA
"3401","Boston","9","4","255","28","78","10","36","14","16","6","33","25","7","3","8","27","80",".359",".278",".875",".470","16.3","100","113","28.4","8.9","3.7","2.8","gallola01",NA
"3402","Charlotte","7","1","177","26","63","12","25","8","9","2","24","13","8","0","7","16","72",".413",".480",".889",".538","19.2","103","105","25.2","10.3","3.4","1.9","gallola01",NA
"3403","Chicago","6","1","115","12","30","2","8","6","7","1","15","7","3","1","2","7","32",".400",".250",".857",".484","14.3","102","114","19.2","5.3","2.5","1.2","gallola01",NA
"3404","Cleveland","7","1","182","20","57","10","28","6","7","6","29","14","5","2","4","17","56",".351",".357",".857",".466","16.0","101","110","26.0","8.0","4.1","2.0","gallola01",NA
"3405","Dallas","4","0","94","10","28","6","12","1","1","1","8","8","4","0","5","4","27",".357",".500","1.000",".475","17.3","82","111","23.4","6.8","2.0","2.0","gallola01",NA
"3406","Denver","4","1","89","13","27","3","8","3","7","1","11","6","1","1","6","10","32",".481",".375",".429",".532","18.7","88","114","22.3","8.0","2.8","1.5","gallola01",NA
"3407","Detroit","5","2","133","13","30","3","8","12","14","2","18","18","5","2","6","17","41",".433",".375",".857",".567","14.4","114","109","26.5","8.2","3.6","3.6","gallola01",NA
"3408","Golden State","7","3","191","27","81","14","37","9","11","3","21","18","13","0","5","11","77",".333",".378",".818",".449","20.7","95","119","27.3","11.0","3.0","2.6","gallola01",NA
"3409","Houston","4","0","102","15","38","6","17","6","10","4","8","12","3","1","5","12","42",".395",".353",".600",".495","20.9","104","123","25.5","10.5","2.0","3.0","gallola01",NA
"3410","Indiana","9","4","266","30","86","10","34","18","24","5","34","24","10","1","7","22","88",".349",".294",".750",".456","17.8","97","108","29.6","9.8","3.8","2.7","gallola01",NA
"3411","LA Clippers","6","1","165","21","60","3","22","7","10","3","16","10","6","2","11","11","52",".350",".136",".700",".404","20.2","76","119","27.6","8.7","2.7","1.7","gallola01",NA
"3412","LA Lakers","6","2","150","25","53","12","26","6","8","3","21","13","6","3","7","8","68",".472",".462",".750",".602","19.9","112","102","25.0","11.3","3.5","2.2","gallola01",NA
"3413","Memphis","5","3","182","28","68","13","32","9","11","6","24","17","3","1","3","10","78",".412",".406",".818",".535","20.3","112","109","36.3","15.6","4.8","3.4","gallola01",NA
"3414","Miami","7","3","193","24","67","9","27","5","9","7","29","14","9","2","4","18","62",".358",".333",".556",".437","17.8","93","107","27.5","8.9","4.1","2.0","gallola01",NA
"3415","Milwaukee","8","1","190","23","61","11","30","11","13","3","28","19","8","0","8","19","68",".377",".367",".846",".510","17.7","102","105","23.7","8.5","3.5","2.4","gallola01",NA
"3416","Minnesota","4","1","120","20","44","7","18","1","2","4","18","13","6","1","2","7","48",".455",".389",".500",".535","17.3","118","99","30.1","12.0","4.5","3.3","gallola01",NA
"3417","New Jersey","8","2","203","29","73","12","37","2","4","6","42","27","9","1","7","10","72",".397",".324",".500",".482","17.9","104","108","25.3","9.0","5.3","3.4","gallola01",NA
"3418","New Orleans","3","1","79","16","28","4","12","8","8","3","10","8","6","0","3","6","44",".571",".333","1.000",".698","21.4","134","101","26.4","14.7","3.3","2.7","gallola01",NA
"3419","New York","2","0","40","4","16","3","11","0","0","0","2","2","0","1","1","2","11",".250",".273",NA,".344","19.9","69","105","20.0","5.5","1.0","1.0","gallola01",NA
"3420","Oklahoma City","6","1","126","19","49","10","24","4","6","3","16","10","12","0","4","11","52",".388",".417",".667",".503","19.3","99","103","21.1","8.7","2.7","1.7","gallola01",NA
"3421","Orlando","8","3","206","25","69","11","32","16","19","6","27","20","3","0","3","19","77",".362",".344",".842",".498","17.8","109","105","25.7","9.6","3.4","2.5","gallola01",NA
"3422","Philadelphia","8","3","217","26","69","5","16","2","5","6","30","19","8","3","11","19","59",".377",".313",".400",".414","17.1","85","103","27.1","7.4","3.8","2.4","gallola01",NA
"3423","Phoenix","5","2","126","18","41","13","24","3","4","1","19","13","3","3","3","14","52",".439",".542",".750",".608","16.9","115","106","25.1","10.4","3.8","2.6","gallola01",NA
"3424","Portland","4","0","89","5","25","3","10","2","2","0","7","4","3","0","2","8","15",".200",".300","1.000",".290","15.0","61","117","22.3","3.8","1.8","1.0","gallola01",NA
"3425","Sacramento","4","1","81","9","30","1","10","6","6","2","11","7","3","0","2","7","25",".300",".100","1.000",".383","18.9","87","111","20.2","6.3","2.8","1.8","gallola01",NA
"3426","San Antonio","6","1","148","24","54","4","18","5","7","4","21","11","3","0","3","9","57",".444",".222",".714",".499","18.6","105","110","24.6","9.5","3.5","1.8","gallola01",NA
